patent_id,title,year,inventor_name,company_name
10005237,Apparatus and method for forming three-dimensional objects using linear solidification with contourless object data,2018,Ali El-Siblani,
10005258,"Layered structure with barrier layer, apparel piece with such a layered structure and production of such a layered structure",2018,Helmut Klug,
10005272,"Intermediate transfer body, image recording method, and image forming apparatus",2018,Mitsutoshi Noguchi,
10005281,"Liquid ejection head, liquid ejection unit, and apparatus for ejecting liquid",2018,Kanshi Abe,
10005285,"Ink cartridge chip applied in ink cartridge, ink cartridge, and ink cartridge adapter",2018,Juhui Li,
10005287,"Liquid ejection apparatus, liquid ejection head, and method of supplying liquid",2018,Kazuhiro Yamada,
10005312,Methods and apparatus for handheld tool,2018,Roy Shilkrot,
10005336,Vehicle,2018,Kenta Sugitate,
10005348,Vehicle canopy extension,2018,Matthew Jayne,
10005394,Driver assistance system for vehicle,2018,Michael J. Higgins-Luthman,
10005403,Roof rack system,2018,Bryce Aaron Calvin,
10005404,Integrated electronic device holder for cup holder,2018,Peter Bejin,
10005414,Method for integratedly operating active and manual safety devices,2018,Dong Hyun Sung,
10005426,Combination fuel monitoring and anti-theft device and system,2018,Jurica Magoci,
10005428,Assembly module,2018,Jean Malabo Yomkil,Huf Hülsbeck & Fürst GmbH & Co. KG
10005475,Intelligent refuelling and/or recharging message,2018,Andreas Blattner,
10005485,Steering column for a motor vehicle,2018,Matthias Nicolussi,
10005531,ARC crank,2018,Shane Yellin,
10005531,ARC crank,2018,William John Broadway,
10005545,Aircraft wing rib,2018,Jonathan Meyer,
10005556,Drone having drone-catching feature,2018,Mohammad Rastgaar Aagaah,
10005572,System for filling a container with dip tubes,2018,Maurice Minardi,
10005601,Packaging case,2018,CHUNG CHAI,
10005621,Unloading device featuring vacuum suction,2018,Rolf Kirfel,
10005640,Elevator alert status indicator,2018,Kevin Schroer,"C.E. Electronics, Inc."
10005657,Dispensing system and user interface,2018,Camiel Flohr,
10005679,Black water processing system with high pressure flash vessel,2018,Murugaraja Sengottaiyan,
10005683,Method and apparatus for nitrogen removal in wastewater treatment,2018,Charles Bott,
10005701,"Support for supporting metals, metal-supported catalyst, methanation reaction apparatus, and method relating to these",2018,Naoto Saito,NISSHINBO HOLDINGS INC.
10005714,(Meth)acrylic acid ester compound and production method therefor,2018,Shoichi Hayakawa,
10005716,Method for synthesizing catecholamines by using plasma polymerization,2018,Hae Shin Lee,
10005723,"Process to produce polycarbamate, polycarbamate produced thereby and a coating composition comprising the polycarbamate",2018,Yiyong He,
10005724,Therapeutic compounds and methods of use thereof,2018,Ivan William Hemeon,
10005727,Compound and analogues for tracing histone acetylation inhibitors PET imaging for diagnosis and treatment of tumors,2018,Han Chang,
10005746,Molecular catalysts capable of catalyzing oxidation of hydrocarbons and method for oxidizing hydrocarbons,2018,Sunney I. Chan,
10005751,Process for producing 4-azidosulfonylphthalic anhydride,2018,Matthew J. Jansma,
10005762,Pyridine derivatives,2018,Kenichi Kawaguchi,
10005764,Halogenated quinazolin-THF-amines as PDE1 inhibitors,2018,Jan Kehler,
10005779,"1′,4′-thio nucleosides for the treatment of HCV",2018,Gilles Gosselin,
10005787,Highly photo-stable bis-triazole fluorophores,2018,Stanislaw Rachwal,
10005801,Compounds for pH-controlled release of hydrogen sulfide,2018,Jianming Kang,
10005802,Amide compounds for treatment of complement mediated disorders,2018,Godwin Pais,
10005807,Synthesis of sialylated/fucosylated human milk oligosaccharides,2018,Nikolay Khanzhin,
10005819,Method of purifying authentic trimeric HIV-1 GP140 envelope glycoproteins comprising a long linker and tag,2018,Wadad Alsalmi,
10005824,Selective PYY compounds and uses thereof,2018,Birgitte Schjellerup Wulff,
10005835,Anti-IL-4/anti-IL-13 bispecific antibody formulations,2018,Otmane Boussif,
10005840,Method for treatment of osteoarthritis with C-Fms antagonists,2018,John Allan Hamilton,
10005848,Method of reducing blood glucose by administering RON agonists,2018,Robert A. Lazarus,
10005862,Process for copolymerizing ethylene and esters of vinyl alcohol,2018,Giulia Mei,
10005899,"Blends of poly(vinyl acetal) resins for compositions, layers, and interlayers having enhanced optical properties",2018,Jun Lu,
10005906,"Curable silicone composition, and optical semiconductor device",2018,Haruhiko Furukawa,
10005913,Fire-protection composition and use thereof,2018,Sebastian Simon,
10005922,"Active ray-curable composition, and active ray-curable inkjet printing ink composition and active ray-curable adhesive composition using the same",2018,Okitoshi Kimura,
10005926,Sewing-free hot melt adhesive TPU leather and preparation method thereof,2018,Yiliang Wang,
10005936,Photoactive bioadhesive compositions,2018,W. J. Terry Steele,
10005946,High-temperature cross-linking deep-well drilling fluid and preparation method thereof,2018,Yang Bai,
10005968,Process for removing sulfur compounds from hydrocarbon streams,2018,Jayant K. Gorawara,
10005969,Method of removing calcium from hydrocarbon fraction using extraction agent including 2-oxopropanol or derivatives thereof,2018,Taesung Jung,
10005986,Fast dissolving solid detergent,2018,Steve E. Lentsch,
10005988,"Reducing adhesion of bacteria to a surface or releasing bacteria from a surface to which they adhere using endo-beta-A,4-glucanases",2018,Klaus Gori,
10005997,Multi-functional port for microalgae cultivation and harvesting,2018,Sang Ho Shin,
10006007,RNA preparations comprising purified modified RNA for reprogramming cells,2018,Gary Dahl,
10006008,"Recombinant microorganism having enhanced ability to produce 2,3-butanediol and method for producing 2,3-butanediol using same",2018,Taek Ho Yang,
10006011,Polypeptide containing DNA-binding domain,2018,Hiroshi Ochiai,
10006013,Thermostable glycoside hydrolase,2018,Daisuke Shibata,
10006013,Thermostable glycoside hydrolase,2018,Yasuhiro Kondo,
10006044,Soybean event SYHT04R and compositions and methods for detection thereof,2018,Annick Jeanne De Framond,
10006045,Insecticidal proteins and methods for their use,2018,Genhai Zhu,
10006046,Corn plant and seed corresponding to transgenic event MON89034 and methods for detection and use thereof,2018,John A. Korte,
10006066,Modified cyanobacteria,2018,Akihito KAWAHARA,
10006068,Method for producing pulverulent ceramide,2018,Natsumi Suzuki,
10006073,Use of Bacillus composition for increasing the amount of available sugars in animal feed,2018,Beatrice Nielsen,
10006082,On-slide straining by primer extension,2018,Nikolay Samusik,
10006082,On-slide straining by primer extension,2018,Yury Goltsev,
10006084,Methods to reduce evaporation during elevated temperature,2018,Douglas Yamanishi,
10006135,Electroplating bath and method for producing dark chromium layers,2018,Philip Hartmann,
10006136,"Method of electroplating photoresist defined features from copper electroplating baths containing reaction products of imidazole compounds, bisepoxides and halobenzyl compounds",2018,Zuhra I. Niazimbetova,
10006152,Method for the production of lignin-containing precursor fibres and also carbon fibres,2018,Hans-Peter Fink,
10006167,Pile delignification,2018,Oya Atici,
10006177,Workstation for flagman,2018,Bryan Kirsten,
10006198,Fiber mesh reinforced shear wall,2018,Gary D. Parsons,
10006209,Modular system,2018,Klaus Rosburg,
10006215,Swimming pool coping arrangements and mounting methods,2018,Nicholas V. Filippelli,
10006263,Downhole shifting tool,2018,Philip Stevenson,
10006297,Turbine rotor blade,2018,Hirotaka Higashimori,
10006297,Turbine rotor blade,2018,Takao Yokoyama,
10006306,Turbine exhaust case architecture,2018,Jonathan Ariel Scott,
10006315,System and method for improved control of a combined cycle power plant,2018,Brett Matthew Thompson,
10006320,System for controlling valve opening/closing timing,2018,Koji Nunami,
10006355,Variable-geometry exhaust turbine,2018,Noriyuki Hayashi,
10006383,Control device and control method for an internal combustion engine with a supercharger,2018,Hideki Hagari,
10006392,Physical quantity detection device,2018,Takahiro Miki,
10006393,Methods and systems for determining and reporting a remaining useful life of an air filter,2018,Fahim Javid,
10006447,Liquid-pressure driving system,2018,Yoji Yudate,
10006449,Bearing arrangement for cryogenic pump,2018,Alan R. Stockner,
10006453,Method for operating a peristaltic pump,2018,Sebastien Labarthe,
10006465,Oil-free water vapor blower,2018,Jared Knechel,
10006471,Fan module and electronic device using the same,2018,Cheng-Yu Cheng,
10006478,Blind fasteners,2018,Douglas DeSalvo,
10006484,Slide bearing and lubricant feed mechanism having the same,2018,Keiji Yuda,
10006487,Sensor assembly for monitoring a linear motion transmission device including a temperature sensor and a vibration sensor combined in a single housing,2018,Min-Hsiu Wu,
10006528,Pendulum device,2018,Li Liu,
10006559,Valve device,2018,Akira Yamashita,
10006573,Connector for multiple sized connections,2018,Samuel Robertson Frame,
10006576,Quick connect/disconnect adaptor system,2018,Kalyan Vedantam,
10006594,LED lamp compatible with electronic ballast,2018,Meixian Tu,
10006598,Daylighting system,2018,Chiaki Obata,
10006628,Low NOx gas burners with carryover ignition,2018,Scott A. Liljenberg,
10006644,Method and apparatus for positioning heating elements,2018,David D. Larson,
10006658,Unit attaching device and indoor unit,2018,Masahiko Takagi,
10006677,Method for manufacturing shaped product with maintained isotrophy,2018,Motoomi Arakawa,
10006808,Adjusting gain of detector,2018,Guodong Liang,
10006810,Method to modulate the sensitivity of a bolometer via negative interference,2018,Ando Feyh,
10006820,Magnetic interference avoidance in resistive sensors,2018,Michael Vosgueritchian,
10006865,Confined illumination for small spot size metrology,2018,Andrei V. Shchegrov,
10006865,Confined illumination for small spot size metrology,2018,Michael S. Bakeman,
10006890,Thermally modulated variable restrictor for normalization of dynamic split ratios,2018,James P. Murphy,
10006891,"Analytical instrumentation, analytical instrument assemblies, and analytical methods",2018,Matt Briscoe,
10006900,Devices to expose cells to fluid shear forces and associated systems and methods,2018,Nathan J. Sniadecki,
10006903,Number of IL4 and/or IL13 secreting T-cells as a biomarker for allergic diseases,2018,Benedicte Michaud,
10006906,Detection assays and methods,2018,Abdennour Abbas,
10006925,Methods and systems for metabolite and/or lipid-based detection of colorectal cancer and/or adenomatous polyps,2018,Antonio Jesus Adsuar Gomez,
10006926,Specimen inspection apparatus,2018,Jong Gun LEE,
10006932,Acceleration compensation of load sensors,2018,David L. Dingmann,
10006974,Automated system for magnet quality measurements,2018,John C. DiFonzo,
10006994,Systems and methods for detecting soil characteristics,2018,William D. Duncan,
10006995,Method and apparatus for stacking multi-temporal MAI interferograms,2018,Hyung Sup Jung,
10006995,Method and apparatus for stacking multi-temporal MAI interferograms,2018,Min-Jeong Jo,
10007005,"Radiation detector, radiation detection apparatus, and method of manufacturing radiation detector",2018,Mitsuyoshi Kobayashi,
10007022,Ray inspection system and ray inspection method for a container,2018,Yuanjing Li,
10007031,"Mobile equipment protective sleeve, mobile equipment",2018,Jiuxia Yang,
10007056,"Silicon light trap devices, systems and methods",2018,Thoralf Kautzsch,
10007085,Optical image capturing system,2018,Yeong-Ming Chang,
10007099,"Variable-magnification optical system, imaging optical device, and digital appliance",2018,Keiko Yamada,
10007110,Vehicle use portable heads-up display,2018,Michael Amaru,
10007147,Display device,2018,Naoki Nitanai,
10007167,Radio-frequency loss reduction in photonic circuits,2018,Gregory Alan Fish,"Aurrion, Inc."
